run,loo,lookbacks,w_tsmom,w_xsec,w_mr,target_vol,vol_lookback,max_leverage,cagr,vol,sharpe,maxdd,mar
1,-,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
1,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
1,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
1,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
1,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
2,-,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
2,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
2,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
2,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
2,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
3,-,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
3,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
3,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
3,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
3,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
4,-,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
4,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
4,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
4,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
4,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
5,-,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
5,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
5,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
5,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
5,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
6,-,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
6,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
6,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
6,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
6,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
7,-,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
7,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
7,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
7,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
7,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
8,-,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
8,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
8,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
8,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
8,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
9,-,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
9,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
9,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
9,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
9,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
10,-,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
10,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
10,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
10,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
10,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
11,-,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
11,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
11,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
11,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
11,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
12,-,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
12,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
12,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
12,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
12,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.12,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
13,-,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
13,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
13,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
13,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
13,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
14,-,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
14,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
14,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
14,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
14,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
15,-,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
15,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
15,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
15,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
15,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
16,-,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
16,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
16,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
16,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
16,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
17,-,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
17,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
17,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
17,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
17,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
18,-,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
18,EURUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
18,GBPUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
18,USDJPY,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
18,XAUUSD,"(63, 126, 252)",1.0,0.8,0.6,0.15,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
19,-,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
19,EURUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
19,GBPUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
19,USDJPY,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
19,XAUUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
20,-,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
20,EURUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
20,GBPUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
20,USDJPY,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
20,XAUUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,15,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
21,-,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
21,EURUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
21,GBPUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
21,USDJPY,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
21,XAUUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
22,-,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
22,EURUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
22,GBPUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
22,USDJPY,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
22,XAUUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,20,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
23,-,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
23,EURUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
23,GBPUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
23,USDJPY,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
23,XAUUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,2.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
24,-,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
24,EURUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
24,GBPUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
24,USDJPY,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
24,XAUUSD,"(63, 126, 252)",1.0,0.8,0.4,0.1,30,3.0,0.16896652246741284,0.13160340884443564,1.2839068831958829,-0.03211675381483614,5.261008738353867
