ts,portfolio_equity
2022-01-02 00:00:00+00:00,1.0
2022-01-03 00:00:00+00:00,1.0
2022-01-04 00:00:00+00:00,1.0
2022-01-05 00:00:00+00:00,1.0
2022-01-06 00:00:00+00:00,1.0
2022-01-07 00:00:00+00:00,1.0
2022-01-09 00:00:00+00:00,1.0
2022-01-10 00:00:00+00:00,1.0
2022-01-11 00:00:00+00:00,1.0
2022-01-12 00:00:00+00:00,1.0
2022-01-13 00:00:00+00:00,1.0
2022-01-14 00:00:00+00:00,1.0
2022-01-16 00:00:00+00:00,1.0
2022-01-17 00:00:00+00:00,1.0
2022-01-18 00:00:00+00:00,1.0
2022-01-19 00:00:00+00:00,1.0
2022-01-20 00:00:00+00:00,1.0
2022-01-21 00:00:00+00:00,1.0
2022-01-23 00:00:00+00:00,1.0
2022-01-24 00:00:00+00:00,1.0
2022-01-25 00:00:00+00:00,1.0
2022-01-26 00:00:00+00:00,1.0
2022-01-27 00:00:00+00:00,1.0
2022-01-28 00:00:00+00:00,1.0
2022-01-30 00:00:00+00:00,1.0
2022-01-31 00:00:00+00:00,1.0
2022-02-01 00:00:00+00:00,1.0
2022-02-02 00:00:00+00:00,1.0
2022-02-03 00:00:00+00:00,1.0
2022-02-04 00:00:00+00:00,1.0
2022-02-06 00:00:00+00:00,1.0
2022-02-07 00:00:00+00:00,1.0
2022-02-08 00:00:00+00:00,1.0
2022-02-09 00:00:00+00:00,1.0
2022-02-10 00:00:00+00:00,1.0
2022-02-11 00:00:00+00:00,1.0
2022-02-13 00:00:00+00:00,1.0
2022-02-14 00:00:00+00:00,1.0
2022-02-15 00:00:00+00:00,1.0
2022-02-16 00:00:00+00:00,1.0
2022-02-17 00:00:00+00:00,1.0
2022-02-18 00:00:00+00:00,1.0
2022-02-20 00:00:00+00:00,1.0
2022-02-21 00:00:00+00:00,1.0
2022-02-22 00:00:00+00:00,1.0
2022-02-23 00:00:00+00:00,1.0
2022-02-24 00:00:00+00:00,1.0
2022-02-25 00:00:00+00:00,1.0
2022-02-27 00:00:00+00:00,1.0
2022-02-28 00:00:00+00:00,1.0
2022-03-01 00:00:00+00:00,1.0
2022-03-02 00:00:00+00:00,1.0
2022-03-03 00:00:00+00:00,1.0
2022-03-04 00:00:00+00:00,1.0
2022-03-06 00:00:00+00:00,1.0
2022-03-07 00:00:00+00:00,1.0
2022-03-08 00:00:00+00:00,1.0
2022-03-09 00:00:00+00:00,1.0
2022-03-10 00:00:00+00:00,1.0
2022-03-11 00:00:00+00:00,1.0
2022-03-13 00:00:00+00:00,1.0
2022-03-14 00:00:00+00:00,1.0
2022-03-15 00:00:00+00:00,1.0
2022-03-16 00:00:00+00:00,0.99902
2022-03-17 00:00:00+00:00,0.9997216766554219
2022-03-18 00:00:00+00:00,0.9937922552852905
2022-03-20 00:00:00+00:00,0.9940263788819081
2022-03-21 00:00:00+00:00,0.9996753806078513
2022-03-22 00:00:00+00:00,0.9872992724844091
2022-03-23 00:00:00+00:00,0.9997120120496802
2022-03-24 00:00:00+00:00,1.002521996738642
2022-03-25 00:00:00+00:00,1.0046364869986892
2022-03-27 00:00:00+00:00,1.004490543560271
2022-03-28 00:00:00+00:00,1.001157741635935
2022-03-29 00:00:00+00:00,0.9952705110172922
2022-03-30 00:00:00+00:00,0.9920510427931585
2022-03-31 00:00:00+00:00,0.9952607120515964
2022-04-01 00:00:00+00:00,0.9990308562729612
2022-04-03 00:00:00+00:00,0.9998126923378273
2022-04-04 00:00:00+00:00,1.0031790927395434
2022-04-05 00:00:00+00:00,1.0093547921733454
2022-04-06 00:00:00+00:00,1.0105480785583743
2022-04-07 00:00:00+00:00,1.0146076046538026
2022-04-08 00:00:00+00:00,1.0165797025866807
2022-04-10 00:00:00+00:00,1.016855280477496
2022-04-11 00:00:00+00:00,1.021592349694222
2022-04-12 00:00:00+00:00,1.0213067159837264
2022-04-13 00:00:00+00:00,1.0179508250256284
2022-04-14 00:00:00+00:00,1.02385385154896
2022-04-15 00:00:00+00:00,1.0244923580777756
2022-04-17 00:00:00+00:00,1.0243084328638192
2022-04-18 00:00:00+00:00,1.030827398027921
2022-04-19 00:00:00+00:00,1.036414631269763
2022-04-20 00:00:00+00:00,1.030004367636974
2022-04-21 00:00:00+00:00,1.0331794856082859
2022-04-22 00:00:00+00:00,1.0406753549272085
2022-04-24 00:00:00+00:00,1.0408461984464787
2022-04-25 00:00:00+00:00,1.0345497126098246
2022-04-26 00:00:00+00:00,1.0378037516470293
2022-04-27 00:00:00+00:00,1.0397795640848608
2022-04-28 00:00:00+00:00,1.0563525185881772
2022-04-29 00:00:00+00:00,1.0524953866466746
2022-05-01 00:00:00+00:00,1.0536114487126407
2022-05-02 00:00:00+00:00,1.046144877514634
2022-05-03 00:00:00+00:00,1.0466197483818298
2022-05-04 00:00:00+00:00,1.0402277766617816
2022-05-05 00:00:00+00:00,1.0619876934636652
2022-05-06 00:00:00+00:00,1.0631981574625071
2022-05-08 00:00:00+00:00,1.065254573881074
2022-05-09 00:00:00+00:00,1.0652690235929987
2022-05-10 00:00:00+00:00,1.0711526154341053
2022-05-11 00:00:00+00:00,1.0734510127007784
2022-05-12 00:00:00+00:00,1.0806731952181177
2022-05-13 00:00:00+00:00,1.0782541438187625
2022-05-15 00:00:00+00:00,1.0792181357295636
2022-05-16 00:00:00+00:00,1.0693828338142664
2022-05-17 00:00:00+00:00,1.0588336830887064
2022-05-18 00:00:00+00:00,1.0624094967807185
2022-05-19 00:00:00+00:00,1.0423393393442948
2022-05-20 00:00:00+00:00,1.0410483710648875
2022-05-22 00:00:00+00:00,1.0398729375306248
2022-05-23 00:00:00+00:00,1.0278974136874128
2022-05-24 00:00:00+00:00,1.017689309590413
2022-05-25 00:00:00+00:00,1.0235795138651302
2022-05-26 00:00:00+00:00,1.0202781509703658
2022-05-27 00:00:00+00:00,1.019710425181281
2022-05-29 00:00:00+00:00,1.0215143696062106
2022-05-30 00:00:00+00:00,1.0194677155047642
2022-05-31 00:00:00+00:00,1.0318670630504967
2022-06-01 00:00:00+00:00,1.0424042529354938
2022-06-02 00:00:00+00:00,1.0288496566298555
2022-06-03 00:00:00+00:00,1.0412444982290008
2022-06-05 00:00:00+00:00,1.0405122653433725
2022-06-06 00:00:00+00:00,1.0429889024059238
2022-06-07 00:00:00+00:00,1.0399758268668873
2022-06-08 00:00:00+00:00,1.0442596236801378
2022-06-09 00:00:00+00:00,1.046579497863394
2022-06-10 00:00:00+00:00,1.0523765351579728
2022-06-12 00:00:00+00:00,1.0543734674680891
2022-06-13 00:00:00+00:00,1.0721787616632643
2022-06-14 00:00:00+00:00,1.0800401418723387
2022-06-15 00:00:00+00:00,1.0659276566103046
2022-06-16 00:00:00+00:00,1.0523693067263695
2022-06-17 00:00:00+00:00,1.069223382480979
2022-06-19 00:00:00+00:00,1.070356514497742
2022-06-20 00:00:00+00:00,1.0685787268365419
2022-06-21 00:00:00+00:00,1.0721599743321764
2022-06-22 00:00:00+00:00,1.0686210528623594
2022-06-23 00:00:00+00:00,1.0675718332837794
2022-06-24 00:00:00+00:00,1.0668453208027981
2022-06-26 00:00:00+00:00,1.0632650998855244
2022-06-27 00:00:00+00:00,1.0671429428540626
2022-06-28 00:00:00+00:00,1.0780635101228642
2022-06-29 00:00:00+00:00,1.0872889229531997
2022-06-30 00:00:00+00:00,1.0827485968359543
2022-07-01 00:00:00+00:00,1.0848459885805122
2022-07-03 00:00:00+00:00,1.0836123203547146
2022-07-04 00:00:00+00:00,1.0862441555103806
2022-07-05 00:00:00+00:00,1.1097775133857304
2022-07-06 00:00:00+00:00,1.119604881759531
2022-07-07 00:00:00+00:00,1.1166623345279103
2022-07-08 00:00:00+00:00,1.1168737425935744
2022-07-10 00:00:00+00:00,1.118340761129417
2022-07-11 00:00:00+00:00,1.1329171217370604
2022-07-12 00:00:00+00:00,1.1330913359128263
2022-07-13 00:00:00+00:00,1.1353468483198292
2022-07-14 00:00:00+00:00,1.1463242099358628
2022-07-15 00:00:00+00:00,1.1453823263065683
2022-07-17 00:00:00+00:00,1.1425620440497883
2022-07-18 00:00:00+00:00,1.137202919742446
2022-07-19 00:00:00+00:00,1.1275219813736028
2022-07-20 00:00:00+00:00,1.138805433219534
2022-07-21 00:00:00+00:00,1.1220485519343788
2022-07-22 00:00:00+00:00,1.1150082711049936
2022-07-24 00:00:00+00:00,1.1183503274896753
2022-07-25 00:00:00+00:00,1.1159352144625236
2022-07-26 00:00:00+00:00,1.124623326189316
2022-07-27 00:00:00+00:00,1.1047400344255283
2022-07-28 00:00:00+00:00,1.094395317386791
2022-07-29 00:00:00+00:00,1.0844532568205267
2022-07-31 00:00:00+00:00,1.087204680179359
2022-08-01 00:00:00+00:00,1.0705260441429638
2022-08-02 00:00:00+00:00,1.0909424465572084
2022-08-03 00:00:00+00:00,1.0912047909487128
2022-08-04 00:00:00+00:00,1.0763514692035134
2022-08-05 00:00:00+00:00,1.0922773730572284
2022-08-07 00:00:00+00:00,1.0929487820429995
2022-08-08 00:00:00+00:00,1.088057199907404
2022-08-09 00:00:00+00:00,1.0879858062174708
2022-08-10 00:00:00+00:00,1.079111957735896
2022-08-11 00:00:00+00:00,1.0791637811281762
2022-08-12 00:00:00+00:00,1.0822515010285583
2022-08-14 00:00:00+00:00,1.0821503948706568
2022-08-15 00:00:00+00:00,1.0869981028595592
2022-08-16 00:00:00+00:00,1.090542344560632
2022-08-17 00:00:00+00:00,1.0916081916415517
2022-08-18 00:00:00+00:00,1.095822711899491
2022-08-19 00:00:00+00:00,1.098881907716857
2022-08-21 00:00:00+00:00,1.0989481108063874
2022-08-22 00:00:00+00:00,1.1019793103298123
2022-08-23 00:00:00+00:00,1.0994578900132266
2022-08-24 00:00:00+00:00,1.099320535412312
2022-08-25 00:00:00+00:00,1.0971225707098813
2022-08-26 00:00:00+00:00,1.1007386870668865
2022-08-28 00:00:00+00:00,1.1020610155851167
2022-08-29 00:00:00+00:00,1.1029271676364145
2022-08-30 00:00:00+00:00,1.1082904759772751
2022-08-31 00:00:00+00:00,1.1153511389456716
2022-09-01 00:00:00+00:00,1.1276141900427978
2022-09-02 00:00:00+00:00,1.1234918740189759
2022-09-04 00:00:00+00:00,1.129593574059887
2022-09-05 00:00:00+00:00,1.1247322274441502
2022-09-06 00:00:00+00:00,1.1460432704631636
2022-09-07 00:00:00+00:00,1.140218689267538
2022-09-08 00:00:00+00:00,1.1410773346765162
2022-09-09 00:00:00+00:00,1.1274562256091554
2022-09-11 00:00:00+00:00,1.122723727930351
2022-09-12 00:00:00+00:00,1.1126916224244343
2022-09-13 00:00:00+00:00,1.1506116453936157
2022-09-14 00:00:00+00:00,1.144296925257301
2022-09-15 00:00:00+00:00,1.1719529616535278
2022-09-16 00:00:00+00:00,1.1811852146066089
2022-09-18 00:00:00+00:00,1.1791773896028785
2022-09-19 00:00:00+00:00,1.1797625914421002
2022-09-20 00:00:00+00:00,1.1899578925314724
2022-09-21 00:00:00+00:00,1.2071211040309737
2022-09-22 00:00:00+00:00,1.20429873502657
2022-09-23 00:00:00+00:00,1.2173319726450138
2022-09-25 00:00:00+00:00,1.2187148775329848
2022-09-26 00:00:00+00:00,1.221008530245557
2022-09-27 00:00:00+00:00,1.2243747275498216
2022-09-28 00:00:00+00:00,1.2135400347568694
2022-09-29 00:00:00+00:00,1.209922270514848
2022-09-30 00:00:00+00:00,1.2149018432425136
2022-10-02 00:00:00+00:00,1.2151207697819504
2022-10-03 00:00:00+00:00,1.1990188029709201
2022-10-04 00:00:00+00:00,1.1875003154945445
2022-10-05 00:00:00+00:00,1.1966369201629736
2022-10-06 00:00:00+00:00,1.2188641857860851
2022-10-07 00:00:00+00:00,1.2341025876634326
2022-10-09 00:00:00+00:00,1.2348701150102475
2022-10-10 00:00:00+00:00,1.2404729740661107
2022-10-11 00:00:00+00:00,1.244399774068732
2022-10-12 00:00:00+00:00,1.248224646227171
2022-10-13 00:00:00+00:00,1.2336709969329027
2022-10-14 00:00:00+00:00,1.2388760039003854
2022-10-16 00:00:00+00:00,1.2362902069888886
2022-10-17 00:00:00+00:00,1.2338184630028874
2022-10-18 00:00:00+00:00,1.233495189694605
2022-10-19 00:00:00+00:00,1.2516824539842968
2022-10-20 00:00:00+00:00,1.2587831004210706
2022-10-21 00:00:00+00:00,1.2405019855579376
2022-10-23 00:00:00+00:00,1.2387655507418946
2022-10-24 00:00:00+00:00,1.242955484091772
2022-10-25 00:00:00+00:00,1.2220243183884039
2022-10-26 00:00:00+00:00,1.204998374518066
2022-10-27 00:00:00+00:00,1.2069709673885525
2022-10-28 00:00:00+00:00,1.207664481372467
2022-10-30 00:00:00+00:00,1.2088546455394835
2022-10-31 00:00:00+00:00,1.216755901512789
2022-11-01 00:00:00+00:00,1.204555220406314
2022-11-02 00:00:00+00:00,1.2243827456047924
2022-11-03 00:00:00+00:00,1.2389001336301313
2022-11-04 00:00:00+00:00,1.224693850673846
2022-11-06 00:00:00+00:00,1.2272447029281461
2022-11-07 00:00:00+00:00,1.2246492641904574
2022-11-08 00:00:00+00:00,1.2216556035216426
2022-11-09 00:00:00+00:00,1.2270652726805935
2022-11-10 00:00:00+00:00,1.1989061144758464
2022-11-11 00:00:00+00:00,1.188055313921931
2022-11-13 00:00:00+00:00,1.1900201106773807
2022-11-14 00:00:00+00:00,1.1911592162649314
2022-11-15 00:00:00+00:00,1.184563710975438
2022-11-16 00:00:00+00:00,1.1834974588935192
2022-11-17 00:00:00+00:00,1.1885831638438726
2022-11-18 00:00:00+00:00,1.1850731054942378
2022-11-20 00:00:00+00:00,1.1848192406281601
2022-11-21 00:00:00+00:00,1.1849502159163803
2022-11-22 00:00:00+00:00,1.1819767058015667
2022-11-23 00:00:00+00:00,1.1780317963331923
2022-11-24 00:00:00+00:00,1.1787948437872042
2022-11-25 00:00:00+00:00,1.1780920279897207
2022-11-27 00:00:00+00:00,1.177093054943501
2022-11-28 00:00:00+00:00,1.1755932554103583
2022-11-29 00:00:00+00:00,1.1756844172670429
2022-11-30 00:00:00+00:00,1.1793491456694787
2022-12-01 00:00:00+00:00,1.183621248770722
2022-12-02 00:00:00+00:00,1.1831828417811785
2022-12-04 00:00:00+00:00,1.1827934819417847
2022-12-05 00:00:00+00:00,1.1723242318115994
2022-12-06 00:00:00+00:00,1.166626827535468
2022-12-07 00:00:00+00:00,1.1824881177551325
2022-12-08 00:00:00+00:00,1.1894685492437285
2022-12-09 00:00:00+00:00,1.1970733043339419
2022-12-11 00:00:00+00:00,1.194989353310047
2022-12-12 00:00:00+00:00,1.1938454952271027
2022-12-13 00:00:00+00:00,1.2215470110148312
2022-12-14 00:00:00+00:00,1.2252689889222599
2022-12-15 00:00:00+00:00,1.1942207500092676
2022-12-16 00:00:00+00:00,1.1891002536872874
2022-12-18 00:00:00+00:00,1.1900384714579195
2022-12-19 00:00:00+00:00,1.188731956106339
2022-12-20 00:00:00+00:00,1.2099517898141565
2022-12-21 00:00:00+00:00,1.2134945581730947
2022-12-22 00:00:00+00:00,1.2125949946457724
2022-12-23 00:00:00+00:00,1.2146167075068144
2022-12-25 00:00:00+00:00,1.2151619070418727
2022-12-26 00:00:00+00:00,1.215799710566069
2022-12-27 00:00:00+00:00,1.2174652348856658
2022-12-28 00:00:00+00:00,1.2127381185448805
2022-12-29 00:00:00+00:00,1.2224290276895
2022-12-30 00:00:00+00:00,1.2203949351369683
